"Year","Commodity","Unit","Value"
"2000","Distilled spirits, population 15 years old and over","Litres per person, per year","6.20"
"2000","Wines, total population","Litres per person, per year","9.12"
"2000","Wines, population 15 years old and over","Litres per person, per year","11.28"
"2000","Soft drinks","Litres per person, per year","95.72"
"2000","Bottled water","Litres per person, per year","22.61"
"2000","Cheddar cheese","Kilograms per person, per year","2.59"
"2000","Processed cheese","Kilograms per person, per year","1.93"
"2000","Variety cheese","Kilograms per person, per year","5.36"
"2000","Cottage cheese","Kilograms per person, per year","0.55"
"2000","Powder skim milk","Kilograms per person, per year","0.67"
"2000","Powder buttermilk","Kilograms per person, per year","0.11"
"2000","Powder whey","Kilograms per person, per year","0.66"
"2000","Other whole milk products","Kilograms per person, per year","0.59"
"2000","Concentrated whole milk","Litres per person, per year","0.75"
"2000","Sweetened concentrated whole milk","Litres per person, per year","0.00"
"2000","Concentrated skim milk","Litres per person, per year","0.22"
"2000","Sweetened concentrated skim milk","Litres per person, per year","0.04"
"2000","Milkshake","Litres per person, per year","0.43"
"2000","Ice cream","Litres per person, per year","6.07"
"2000","Sherbet","Litres per person, per year","0.28"
"2000","Ice milk","Litres per person, per year","0.78"
"2000","Standard milk 3.25%","Litres per person, per year","10.00"
"2000","Buttermilk","Litres per person, per year","0.28"
"2000","Partly skimmed milk 2%","Litres per person, per year","30.44"
"2000","Partly skimmed milk 1%","Litres per person, per year","12.15"
"2000","Skim milk","Litres per person, per year","6.05"
"2000","Chocolate and other flavoured milk","Litres per person, per year","3.19"
"2000","Cereal cream 10%","Litres per person, per year","2.06"
"2000","Table cream 18%","Litres per person, per year","1.11"
"2000","Whipping cream 32% or 35%","Litres per person, per year","0.74"
"2000","Sour cream","Litres per person, per year","0.86"
"2000","Yogurt","Litres per person, per year","3.23"
"2000","Chicken, boneless weight","Kilograms per person, per year","9.78"
"2000","Stewing hen, boneless weight","Kilograms per person, per year","0.64"
"2000","Chicken and stewing hen total, boneless weight","Kilograms per person, per year","10.42"
"2000","Turkey, boneless weight","Kilograms per person, per year","2.13"
"2000","Eggs","Kilograms per person, per year","8.47"
"2000","Pork, boneless weight","Kilograms per person, per year","11.87"
"2000","Beef, boneless weight","Kilograms per person, per year","13.55"
"2000","Veal, boneless weight","Kilograms per person, per year","0.55"
"2000","Beef and veal total, boneless weight","Kilograms per person, per year","14.09"
"2000","Mutton and lamb, boneless weight","Kilograms per person, per year","0.37"
"2000","Offal, boneless weight","Kilograms per person, per year","0.59"
"2000","Butter","Kilograms per person, per year","2.17"
"2000","Margarine","Kilograms per person, per year","3.97"
"2000","Salad oils","Kilograms per person, per year","8.05"
"2000","Shortening and shortening oils","Kilograms per person, per year","6.82"
"2000","Apples fresh","Kilograms per person, per year","7.00"
"2000","Apples canned","Kilograms per person, per year","0.11"
"2000","Apples dried","Kilograms per person, per year","0.04"
"2000","Apples frozen","Kilograms per person, per year","0.06"
"2000","Apple juice","Litres per person, per year","5.78"
"2000","Apple pie filling","Kilograms per person, per year","0.11"
"2000","Apple sauce","Kilograms per person, per year","0.46"
"2000","Apricots fresh","Kilograms per person, per year","0.10"
"2000","Apricots canned","Kilograms per person, per year","0.02"
"2000","Avocados fresh","Kilograms per person, per year","0.21"
"2000","Bananas fresh","Kilograms per person, per year","5.94"
"2000","Other fresh berries","Kilograms per person, per year","0.04"
"2000","Blueberries fresh","Kilograms per person, per year","0.34"
"2000","Blueberries canned","Kilograms per person, per year","0.00"
"2000","Blueberries frozen","Kilograms per person, per year","0.38"
"2000","Cherries fresh","Kilograms per person, per year","0.23"
"2000","Cherries frozen","Kilograms per person, per year","0.13"
"2000","Coconut fresh","Kilograms per person, per year","0.25"
"2000","Cranberries fresh","Kilograms per person, per year","0.27"
"2000","Dates fresh","Kilograms per person, per year","0.47"
"2000","Figs fresh","Kilograms per person, per year","0.26"
"2000","Grapes fresh","Kilograms per person, per year","3.07"
"2000","Grape juice","Litres per person, per year","2.75"
"2000","Guavas and mangoes fresh","Kilograms per person, per year","0.45"
"2000","Kiwis fresh","Kilograms per person, per year","0.25"
"2000","Melons, musk and cantaloups fresh","Kilograms per person, per year","0.98"
"2000","Other fresh melons","Kilograms per person, per year","0.43"
"2000","Watermelons fresh","Kilograms per person, per year","1.57"
"2000","Wintermelons fresh","Kilograms per person, per year","0.01"
"2000","Melons total fresh","Kilograms per person, per year","3.00"
"2000","Nectarines fresh","Kilograms per person, per year","0.45"
"2000","Papayas fresh","Kilograms per person, per year","0.07"
"2000","Peaches fresh","Kilograms per person, per year","0.56"
"2000","Peaches canned","Kilograms per person, per year","0.91"
"2000","Pears fresh","Kilograms per person, per year","1.55"
"2000","Pears canned","Kilograms per person, per year","0.31"
"2000","Pineapples fresh","Kilograms per person, per year","0.46"
"2000","Pineapples canned","Kilograms per person, per year","0.81"
"2000","Pineapple juice","Litres per person, per year","0.66"
"2000","Plums total fresh","Kilograms per person, per year","0.56"
"2000","Quinces fresh","Kilograms per person, per year","0.00"
"2000","Raspberries frozen","Kilograms per person, per year","0.25"
"2000","Strawberries fresh","Kilograms per person, per year","1.40"
"2000","Strawberries canned","Kilograms per person, per year","0.05"
"2000","Strawberries frozen","Kilograms per person, per year","0.46"
"2000","Fruits not specified fresh","Kilograms per person, per year","0.35"
"2000","Fruits not specified canned","Kilograms per person, per year","1.42"
"2000","Fruits not specified dried","Kilograms per person, per year","1.24"
"2000","Fruits not specified frozen","Kilograms per person, per year","0.29"
"2000","Oranges fresh","Kilograms per person, per year","4.84"
"2000","Orange juice","Litres per person, per year","12.23"
"2000","Lemons fresh","Kilograms per person, per year","0.40"
"2000","Lemon juice","Litres per person, per year","0.28"
"2000","Grapefruits fresh","Kilograms per person, per year","0.61"
"2000","Grapefruit juice","Litres per person, per year","0.83"
"2000","Limes fresh","Kilograms per person, per year","0.19"
"2000","Mandarins fresh","Kilograms per person, per year","1.42"
"2000","Other citrus fresh","Kilograms per person, per year","0.01"
"2000","Artichokes fresh","Kilograms per person, per year","0.02"
"2000","Asparagus fresh","Kilograms per person, per year","0.14"
"2000","Asparagus canned","Kilograms per person, per year","0.15"
"2000","Beans green and wax fresh","Kilograms per person, per year","0.51"
"2000","Beans green and wax canned","Kilograms per person, per year","0.96"
"2000","Beans green and wax frozen","Kilograms per person, per year","0.23"
"2000","Beets fresh","Kilograms per person, per year","0.21"
"2000","Beets canned","Kilograms per person, per year","0.14"
"2000","Broccoli fresh","Kilograms per person, per year","1.36"
"2000","Broccoli frozen","Kilograms per person, per year","0.51"
"2000","Brussels sprouts fresh","Kilograms per person, per year","0.10"
"2000","Brussels sprouts frozen","Kilograms per person, per year","0.05"
"2000","Cabbage fresh","Kilograms per person, per year","3.08"
"2000","Chinese cabbage fresh","Kilograms per person, per year","0.36"
"2000","Carrots fresh","Kilograms per person, per year","5.29"
"2000","Carrots canned","Kilograms per person, per year","0.11"
"2000","Carrots frozen","Kilograms per person, per year","0.89"
"2000","Cauliflower fresh","Kilograms per person, per year","0.57"
"2000","Cauliflower frozen","Kilograms per person, per year","0.14"
"2000","Celery fresh","Kilograms per person, per year","2.12"
"2000","Corn fresh","Kilograms per person, per year","0.60"
"2000","Corn canned","Kilograms per person, per year","1.15"
"2000","Corn frozen","Kilograms per person, per year","0.72"
"2000","Cucumbers fresh","Kilograms per person, per year","2.03"
"2000","Other edible roots fresh","Kilograms per person, per year","0.10"
"2000","Eggplants fresh","Kilograms per person, per year","0.21"
"2000","Garlic fresh","Kilograms per person, per year","0.22"
"2000","Kohlrabi fresh","Kilograms per person, per year","0.08"
"2000","Leeks fresh","Kilograms per person, per year","0.12"
"2000","Other leguminous vegetables fresh","Kilograms per person, per year","0.01"
"2000","Lettuce fresh","Kilograms per person, per year","5.92"
"2000","Lima beans frozen","Kilograms per person, per year","0.02"
"2000","Manioc fresh","Kilograms per person, per year","0.03"
"2000","Mushrooms fresh","Kilograms per person, per year","1.28"
"2000","Mushrooms canned","Kilograms per person, per year","0.61"
"2000","Okra fresh","Kilograms per person, per year","0.05"
"2000","Olives fresh","Kilograms per person, per year","0.01"
"2000","Onions and shallots fresh","Kilograms per person, per year","4.26"
"2000","Parsley fresh","Kilograms per person, per year","0.13"
"2000","Parsnips fresh","Kilograms per person, per year","0.07"
"2000","Peas fresh","Kilograms per person, per year","0.14"
"2000","Peas canned","Kilograms per person, per year","0.45"
"2000","Peas frozen","Kilograms per person, per year","0.95"
"2000","Peppers fresh","Kilograms per person, per year","1.86"
"2000","Potatoes chips","Kilograms per person, per year","2.74"
"2000","Potatoes frozen","Kilograms per person, per year","6.61"
"2000","Potatoes other processed","Kilograms per person, per year","3.63"
"2000","Potatoes total processed","Kilograms per person, per year","12.98"
"2000","Potatoes sweet fresh","Kilograms per person, per year","0.27"
"2000","Potatoes white fresh","Kilograms per person, per year","19.61"
"2000","Potatoes white fresh and processed","Kilograms per person, per year","33.48"
"2000","Pumpkins and squash fresh","Kilograms per person, per year","1.07"
"2000","Radishes fresh","Kilograms per person, per year","0.59"
"2000","Rappini fresh","Kilograms per person, per year","0.08"
"2000","Rutabagas and turnips fresh","Kilograms per person, per year","0.73"
"2000","Spinach fresh","Kilograms per person, per year","0.34"
"2000","Spinach frozen","Kilograms per person, per year","0.10"
"2000","Tomatoes fresh","Kilograms per person, per year","4.95"
"2000","Tomatoes canned","Kilograms per person, per year","3.08"
"2000","Tomato juice","Litres per person, per year","1.25"
"2000","Tomatoes, pulp, paste and puree","Kilograms per person, per year","2.35"
"2000","Vegetables not specified fresh","Kilograms per person, per year","0.79"
"2000","Vegetables not specified canned","Kilograms per person, per year","1.67"
"2000","Vegetables not specified frozen","Kilograms per person, per year","0.74"
"2000","Fresh and frozen sea fish, edible weight","Kilograms per person, per year","2.81"
"2000","Processed sea fish, edible weight","Kilograms per person, per year","1.85"
"2000","Total shellfish, edible weight","Kilograms per person, per year","1.47"
"2000","Freshwater fish, edible weight","Kilograms per person, per year","0.29"
"2001","Wheat flour","Kilograms per person, per year","67.25"
"2001","Rye flour","Kilograms per person, per year","0.32"
"2001","Oatmeal and rolled oats","Kilograms per person, per year","2.31"
"2001","Pot and pearl barley","Kilograms per person, per year","0.05"
"2001","Corn flour and meal","Kilograms per person, per year","2.82"
"2001","Rice","Kilograms per person, per year","6.11"
"2001","Breakfast food","Kilograms per person, per year","5.15"
"2001","Sugar refined","Kilograms per person, per year","34.35"
"2001","Sugar refined, sugar content","Kilograms per person, per year","34.35"
"2001","Maple sugar","Kilograms per person, per year","0.12"
"2001","Maple sugar, sugar content","Kilograms per person, per year","0.10"
